id,city,time,content,reply_content,handler,status,url
97190,Da Nang,07:37 16/04/2026,"Trước khu vực Chợ Nam Ô, phường Hải Vân thường xuyên xảy ra tình trạng đốt rác, cứ 2 – 3 ngày đốt 1 lần gây ô nhiễm môi trường, hiện lửa đã làm cháy biển “Giao thông an toàn – Đảm bảo tính mạng”. Đề nghị cơ quan chức năng kiểm tra, xử lý./.","Theo nội dung góp ý của công dân, UBND phường Hải Vân đã giao phòng Kinh tế, Hạ tầng và Đô thị phường kiểm tra, xử lý. Nay, UBND phường phản hồi như sau: Phòng Kinh tế, Hạ tầng và Đô thị đã làm việc với Công ty Urenco 15 về nội dung phản ảnh. Qua làm việc, công nhân công ty thu gom rác đúng quy định, không có bất kỳ trường hợp nào đốt rác như phản ảnh. Một số hộ buôn bán trong chợ Nam Ô có xảy ra việc đốt rác tại vỉa hè đường Phan Đình Giót. Phòng Kinh tế, Hạ tầng và Đô thị đề nghị Trung tâm cung ứng Sự nghiệp Công phối hợp BQL chợ Nam Ô và khu dân cư tăng cường tuần tra, giám sát và kịp thời thông tin để xử lý nghiêm. Giao công ty U15 phối hợp và kịp thời báo ngay thông tin vi phạm để phòng xử lý. Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND Phường Hải Vân,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=97190
97096,Da Nang,08:47 15/04/2026,"Cổng góp ý nhận được phản ánh, góp ý của người dân qua Facebook Góp ý Đà Nẵng 1022 có nội dung như sau: Tôi phản ánh sự việc như sau: Số nhà 82 Lâm Quang Thự, phường Thanh Khê. Trước Tết họ có làm nhà và đã lấp miệng cống thoát nước (Hình ảnh đính kèm). Cống không thoát nước được dẫn đến mất vệ sinh, nước chảy trên mặt đường, mưa thì ngập úng. Tuyến đường này chỉ có 1 bên cống, bên kia là chung cư. Vậy mà mấy hộ này, hộ nào cũng lấp miệng cống gần hết nửa tuyến đường. Mong cơ quan chức năng kiểm tra và xử lý.","Theo nội dung góp ý của công dân, UBND phường Thanh Khê đã chỉ đạo lực lượng chức năng của phường làm việc với chủ nhà số 82 đường Lâm Quang Thự, yêu cầu trả lại hố thu nước tại vị trí nêu trên, chủ hộ đã khắc phục xong (có hình ảnh đính kèm). Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND Phường Thanh Khê,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=97096
97081,Da Nang,07:56 15/04/2026,"Đèn đường trước số nhà 47 Vũ Lập, phường Hòa Khánh đã hỏng 4 ngày (không sáng). Đề nghị cơ quan chức năng kiểm tra sửa chữa.","Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./.","Sở Xây dựng Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./. Ngày trả lời: 23/04/2026",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=97081
97073,Da Nang,07:53 15/04/2026,"Đèn đường trước số nhà 109 Mai Anh Tuấn, phường Hòa Xuân cả năm nay không sáng, đã phản ánh lên tổ dân phố nhưng không thấy ai đến xử lý. Đây là khu vực xe thường xuyên qua lại, do đó đề nghị cơ quan chức năng kiểm tra tránh gây nguy hiểm.","Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./.","Sở Xây dựng Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./. Ngày trả lời: 23/04/2026",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=97073
97035,Da Nang,17:02 14/04/2026,Đèn giao thông không hiển thị giây đếm ở khu vực ngã tư Lê Duẩn-Lê Lợi phường Hải Châu. Mong cơ quan chức năng kiểm tra. Tôi xin chân thành cảm ơn.,"Theo nội dung góp ý của công dân, Sở Xây dựng đã giao Trung tâm điều hành giao thông thông minh kiểm tra, xử lý. Nay, Sở phản hồi như sau: Qua kiểm tra thực tế hiện trường, hệ thống đèn đếm lùi tại nút giao Lê Duẩn – Lê Lợi vẫn hoạt động bình thường (có hình ảnh đính kèm). Trung tâm sẽ tiếp tục theo dõi và kịp thời xử lý nếu phát sinh sự cố. Cảm ơn ý kiến đóng góp của công dân. Trân trọng./.",Sở Xây dựng,Đang xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=97035
97011,Da Nang,14:08 14/04/2026,"Tại 207-221 Trần Nguyên Đáng, phường Hòa Khánh đã triển khai thi công vỉa hè đã 2 tháng nay vẫn chưa lát lại vỉa hè trong khi các vị trí khác đã xong. Bên ban ưu tiên nói hết tuần trước sẽ xong nhưng đến hôm nay 14/4 vẫn chưa thi công trước nhà tôi. Đề nghị cơ quan chức năng kiểm tra và xử lý, không thể hứa hẹn mãi với người dân như vậy được.","Cảm ơn ý kiến góp ý, phản ánh của Anh/Chị. Sau khi nhận được ý kiến phản ánh, góp ý của Anh/Chị, Ban Quản lý các dự án cơ sở hạ tầng ưu tiên thành phố Đà Nẵng đã kiểm tra và xử lý (hình ảnh đính kèm) Trân trọng!","Trung tâm Thông tin và Giám sát, điều hành thông minh Cảm ơn ý kiến góp ý, phản ánh của Anh/Chị.",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=97011
96994,Da Nang,14:02 14/04/2026,"Trước đây tôi đã phản ánh nhiều lần tình trạng nắp cống bị kênh gây tiếng ồn tại khu vực trước nhà số 105 đường Trần Nhân Tông, phường Sơn Trà và đã được cơ quan chức năng phản hồi là đã xử lý. Tuy nhiên hiện nay, nắp cống tiếp tục bị kênh trở lại mỗi khi xe ô tô đi qua phát ra tiếng động rất lớn, gây ảnh hưởng đến sinh hoạt của người dân xung quanh. Kính đề nghị cơ quan chức năng kiểm tra, xử lý dứt điểm, thay thế nắp cống mới phù hợp để tránh tái diễn tình trạng gây tiếng ồn. Xin cảm ơn.","Theo nội dung góp ý của công dân, Sở Xây dựng đã giao cho Công ty Thoát nước và Xử lý nước thải đã kiểm tra xử lý. Nay, Sở Xây dựng phản hồi như sau: Sau khi phối hợp với đơn vị thi công khắc phục, hiện nay cả 03 nắp cống tại vị trí 105 Trần Nhân Tông đều đậy khít, không có tiếng động khi xe đi qua (hình ảnh kèm theo). Vậy kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",Sở Xây dựng,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96994
96964,Da Nang,07:56 14/04/2026,"Tại khu vực cống thoát nước phía sau các nhà từ số 33 đến 39 đường Phùng Khắc Khoan, phường An Hải, hiện đang xảy ra tình trạng tắc nghẽn, khiến nước không thoát được và tràn ngược vào nhà dân. Tình trạng này đã kéo dài khoảng 3 tháng nay. Mỗi khi các hộ dân xả nước sinh hoạt, nước trong cống bị dâng lên và trào ngược vào trong nhà. Sau khoảng 30 phút nước mới rút xuống, nhưng hiện tượng này liên tục lặp lại, gây ảnh hưởng nghiêm trọng đến sinh hoạt và vệ sinh môi trường. Người dân trong khu vực chưa biết phản ánh đến đơn vị nào để được xử lý. Kính đề nghị cơ quan chức năng kiểm tra, nạo vét hệ thống cống thoát nước tại khu vực nêu trên. Do cống đã lâu chưa được nạo vét, có dấu hiệu bị bùn đất, rác thải tích tụ gây tắc nghẽn, cần sớm xử lý để đảm bảo thoát nước bình thường, tránh tình trạng nước tràn ngược vào nhà dân. Kính mong được quan tâm, giải quyết. Xin cảm ơn./.","Nhận được thông tin phản ánh, UBND phường An Hải giao Phòng Kinh tế, Hạ tầng và Đô thị kiểm tra và phối hợp đơn vị thi công xử lý sơ bộ. Đơn vị thi công sẽ triển khai thực hiện việc nạo vét, khơi thông trong thời gian sớm nhất sau khi ký hợp đồng bãi thải (khoảng 15 ngày). Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!","UBND Phường An Hải Nhận được thông tin phản ánh, UBND phường An Hải giao Phòng Kinh tế, Hạ tầng và Đô thị kiểm tra và phối hợp đơn vị thi công xử lý sơ bộ. Đơn vị thi công sẽ triển khai thực hiện việc nạo vét, khơi thông trong thời gian sớm nhất",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96964
96936,Da Nang,21:55 13/04/2026,"Trước đây tôi có phản ánh về tiến độ thi công dự án tại khu vực Khe Cạn phường Thanh Khê (mã 96105) sau đó có nhận được câu trả lời từ cơ quan chức năng. Đối với thửa đất 8x, số tờ bản đồ xx (theo CTT QHKT TPDN) do ông P.N.T làm chủ hộ, theo khu vực được quy hoạch thì hiện tại chưa có giấy chứng nhận quyền sử dụng đất, thì làm sao để xin cấp phép xây dựng? Hiện tại cần đến phòng ban nào, địa chỉ cụ thể ở đâu để được hướng dẫn đăng kí giấy chứng nhận quyền sử dụng đất (Hiện tại thửa đất chỉ có giấy chứng nhận mua bán đất, biên lai thu thuế sử dụng đất theo các năm, giấy xác nhận nhà ở). Đối với việc quy hoạch Khe Cạn thì khi nào sẽ làm đến khu vực thửa đất 8x như 2 hình ảnh đính kèm. Tôi rất lo lắng cho tình hình thời tiết thất thường, nếu không được hỗ trợ hướng dẫn quy hoạch thì sẽ không thể chuẩn bị sửa chữa cải tạo nhà. Kính mong được phòng ban liên quan trả lời, hướng dẫn chi tiết để tôi chuẩn bị được hồ sơ sớm nhất.","Theo nội dung góp ý của công dân, UBND phường Thanh Khê phản hồi như sau: - Về quy hoạch Khu vực Khe Cạn, UBND phường Thanh Khê đã ban hành Quyết định 1082/QĐ-UBND ngày 12/3/2026 về việc phê duyệt Điều chỉnh quy hoạch chi tiết TL: 1/500 Khu vực cống thoát nước Khe Cạn, thuộc Dự án: Tái thiết đô thị khu vực Khe Cạn. Vị trí thửa đất số 8x, tờ bản đồ xx thuộc khu vực đất chỉnh trang. Đường kiệt hiện trạng giáp thửa đất (hướng Bắc và hướng Tây) có quy hoạch mở rộng 2,50m. UBND phường Thanh Khê đã thực hiện việc công bố quy hoạch điều chỉnh vào ngày 09/4/2026. Hiện nay, UBND phường đã giao Trung tâm cung ứng dịch vụ sự nghiệp công phường phối hợp các đơn vị liên quan khẩn trương triển khai dự án trong năm 2026. - Đối với việc đăng ký cấp Giấy chứng nhận QSD đất, xin phép xây dựng, cải tạo, sửa chữa nhà, đề nghị công dân liên hệ Trung tâm phục vụ hành chính công phường Thanh Khê (Tầng 1 trụ sở UBND phường Thanh Khê, số 503 Trần Cao Vân, thành phố Đà Nẵng) để được hướng dẫn thành phần nộp hồ sơ. Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND Phường Thanh Khê,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96936
96921,Da Nang,19:46 13/04/2026,"Hiện tại có nắp hố ga bị sụt lún dần (càng ngày vỡ càng to), gây nguy hiểm và mùi hôi thối bốc lên buổi tối tại số 05 Nguyễn Văn Cừ, Hội An Tây, Đà Nẵng. Các em nhỏ đã từng đi bộ vấp chân nơi nắp hố ga sạt lở nguy hiểm vào ban đêm. Rất mong chính quyền địa phương quan tâm và hỗ trợ sửa chữa. Trân trọng.","Theo nội dung góp ý của công dân, UBND phường Hội An Tây đã kiểm tra và xử lý. Nay, UBND phường phản hồi như sau: Địa phương đã xử lý khắc phục xong phản ánh của người dân. Cảm ơn công dân đã phản ánh kịp thời để địa phương kịp thời khắc phục bảo vệ an toàn cho người đi bộ. Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND phường Hội An Tây,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96921
96919,Da Nang,19:39 13/04/2026,"Công viên đường Trần Văn Trà - Hoàng Sâm tổ 41 phường Hoà Xuân bị cắt điện chiếu sáng cả tuần nay, làm ảnh hưởng vui chơi trẻ em cũng như người dân lâu nay đã quen ánh sáng. Nay bị cắt đi ánh điện chiếu sáng làm người dân chúng tôi mất đi cho sinh hoạt thể dục và khu vui chơi trẻ em. Rất mong thành phố quan tâm mở lại điện chiếu sáng cho công viên này.","Tiếp nhận thông tin, UBND phường Hòa Xuân chỉ đạo Phòng Kinh tế, Hạ tầng và Đô thị phường kiểm tra, xử lý: Hệ thống tủ điện điện chiếu sáng thông minh các công viên đã được Ban Quản lý các dự án đầu tư cơ sở hạ tầng ưu tiên thành phố đầu tư hoàn thành vào cuối năm 2025, hiện nay đang thực hiện thủ tục bàn giao để đấu nối vào hệ thống điện chiếu sáng công cộng, dự kiến hoàn thành trong quý II năm 2026. Vậy, UBND phường phản hồi để công dân được biết. Trân trọng cảm ơn sự góp ý của công dân./.","Trung tâm Thông tin và Giám sát, điều hành thông minh Tiếp nhận thông tin, UBND phường Hòa Xuân chỉ đạo Phòng Kinh tế, Hạ tầng và Đô thị phường kiểm tra, xử lý: Hệ thống tủ điện điện chiếu sáng thông minh các công viên đã được Ban Quản lý các dự án đầu tư cơ sở hạ tầng ưu tiên thành phố đầu tư hoàn thành vào cuối năm 2025, hiện nay đang thực hiện thủ tục bàn giao để đấu nối vào hệ thống điện chiếu sáng công cộng, dự kiến hoàn thành trong quý II năm 2026. Vậy, UBND phường phản hồi để công dân được biết. Trân trọng cảm ơn sự góp ý của công dân./. Ngày trả lời: 25/04/2026",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96919
96861,Da Nang,13:43 13/04/2026,"Điện chiếu sáng cả đường Kiệt 97 Trần Cao Vân bị hỏng cả mấy tháng nay nhưng chưa được thay thế. Mong cơ quan chức năng kiểm tra, xử lý./.","Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./.","Sở Xây dựng Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./. Ngày trả lời: 20/04/2026",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96861
96837,Da Nang,13:38 13/04/2026,"Cây xanh trước nhà 95 Phạm Văn Bạch, phường Hòa Cường tôi mới phát bị mối ăn mục, tôi sợ gãy đổ ra đường nguy hiểm cho người đi đường, hiện đường rộng 5,5m. Kính mong cơ quan chức năng kiểm tra tình trạng của cây và có hướng xử lý. Tránh nguy hiểm cho người đi đường và người dân quanh đây. Xin cảm ơn./.","Theo nội dung góp ý của công dân, UBND phường Hòa Cường đã giao Trung tâm cung ứng dịch vị sự nghiệp công phường kiểm tra, xử lý. Nay, UBND phường phản hồi như sau: Sau khi tiếp nhận ý kiến phản ánh của công dân, Trung Tâm đã phối hợp với nhà thầu Liên doanh chăm sóc, duy trì thường xuyên cây xanh kiểm tra và ghi nhận thân cây bị mối xâm hại, rỗng ruột. Tổ công tác đã đề xuất đốn hạ và thay thế bằng loại cây phù hợp theo đúng quy định. (Có đề xuất đính kèm). Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND Phường Hòa Cường,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96837
96833,Da Nang,13:37 13/04/2026,"Trước số nhà 54 Lê Thị Xuyến, phường Thanh Khê đang có 1 cành cây gãy đè lên đường dây điện gây nguy hiểm. Kính đề nghị cơ quan chức năng kiểm tra xử lý. Xin cảm ơn./.","Sau khi tiếp nhận thông tin công dân phản ánh, UBND phường Thanh Khê đã chỉ đạo Phòng Kinh tế, Hạ tầng và Đô thị phường kiểm tra và trong tháng 4 đơn vị thi công sẽ thực hiện việc cắt tỉa đảm bảo an toàn điện. Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND Phường Thanh Khê,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96833
96831,Da Nang,13:22 13/04/2026,"Đèn chiếu sáng giữa nhà 245/2 và 245/4 Nguyễn Công Hoan, phường An Khê, Đà Nẵng bị hỏng. Mong cơ quan chức năng kiểm tra, xử lý./.","Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./.","Sở Xây dựng Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./. Ngày trả lời: 20/04/2026",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96831
96814,Da Nang,09:40 13/04/2026,"Tôi đang sống tại Hòa Xuân (gần chợ Miếu Bông). Đoạn này vẫn chưa có tên đường. Khu vực này vẫn còn 2 con đường chưa có tên, nên khá bất tiện trong cuộc sống hằng ngày, ví dụ: gọi xe cấp cứu thì cũng khó diễn đạt vị trí để xe có thể định vị và đến, hoặc gọi công an trong tình huống khẩn cấp. chưa nói đến các giao dịch dân sinh hằng ngày như đặt đồ ăn và các dịch vụ khác. Rất bất tiện Hiện trạng tuyến đường đã ổn định về quy hoạch, đã xác định được điểm đầu của đường, có nhà dân sinh sống và hạ tầng đường bộ đã được thi công cơ bản hoàn thành, có hạ tầng đường bộ đã được thi công cơ bản (có vỉa hè, hệ thống cấp thoát nước ...), đủ điều kiện đặt tên. Vì vậy đề nghị UBND Phường Tham mưu sớm cho UBND thành phố trình HĐND để sớm thực hiện việc đặt tên đường. Tôi xin cảm ơn./.","Tiếp nhận thông tin, UBND phường Hòa Xuân chỉ đạo Phòng Kinh tế, Hạ tầng và Đô thị phường kiểm tra, xử lý: Phòng Kinh tế Hạ tầng và Đô thị phường hiện đang tiến hành rà soát các tuyến đường đủ điều kiện đặt tên theo quy định tham mưu UBND phường đề xuất UBND thành phố đưa vào đề án đặt tên đường trong kỳ họp HĐND thành phố cuối năm. Vậy, UBND phường phản hồi để công dân được biết. Trân trọng cảm ơn sự góp ý của công dân./.","UBND Phường Hòa Xuân Tiếp nhận thông tin, UBND phường Hòa Xuân chỉ đạo Phòng Kinh tế, Hạ tầng và Đô thị phường kiểm tra, xử lý: Phòng Kinh tế Hạ tầng và Đô thị phường hiện đang tiến hành rà soát các tuyến đường đủ điều kiện đặt tên",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96814
96778,Da Nang,07:36 13/04/2026,"Tại ngã 3 Phạm Công Trứ và Kiều Sơn Đen, phường Hòa Xuân có 1 cây phượng bị nứt có dấu hiệu gãy, ngã. Kính đề nghị cơ quan chức năng kiểm tra để tránh gây nguy hiểm cho người đi đường./.","Theo nội dung góp ý của công dân, UBND phường Hòa Xuân chỉ đạo Phòng Kinh tế, Hạ tầng và Đô thị phường kiểm tra, xử lý. Nay, UBND phường phản hồi như sau: Tiếp nhận thông tin, Phòng Kinh tế, Hạ tầng và Đô thị phường sẽ tham mưu UBND phường có kế hoạch cắt tỉa cây xanh trước mùa mưa bão 2026. Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND Phường Hòa Xuân,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96778
96770,Da Nang,06:22 13/04/2026,"Hiện nay tại khu vực đường dẫn lên cầu Nguyễn Văn Trỗi, phường Hòa Cường, tình trạng cỏ cây mọc um tùm, lấn chiếm lối đi của người dân. Cỏ cây phát triển rậm rạp che khuất tầm nhìn, làm thu hẹp mặt đường, gây khó khăn cho việc đi lại và tiềm ẩn nguy cơ mất an toàn giao thông. Đề nghị xử lý. Cảm ơn.","Theo nội dung góp ý của công dân, UBND phường Hòa Cường đã giao Trung tâm cung ứng dịch vụ sự nghiệp công kiểm tra, xử lý. Nay, UBND phường phản hồi như sau: UBND phường đã chỉ đạo Trung tâm Cung ứng dịch vụ sự nghiệp công phường phối hợp với các đơn vị có liên quan kiểm tra và có kế hoạch dọn cỏ tại lối đi của người dân. Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND Phường Hòa Cường,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96770
96757,Da Nang,20:15 12/04/2026,"Đã bao năm nay đoạn đường Nguyễn Phan Chánh từ Song Hào đến Vùng Trung 11 phường Ngũ Hành Sơn không có đèn đường chiếu sáng, mất an ninh an toàn vào ban đêm. Kính đề nghị cơ quan chức năng quan tâm cho lắp điện chiếu sáng, đặc biệt tại 2 ngã ba. Xin cảm ơn.","Theo nội dung phản ánh của công dân, UBND phường Ngũ Hành Sơn đã giao Phòng Kinh tế, Hạ tầng và Đô thị phường kiểm tra xử lý. Nay, UBND phường phản hồi như sau: Khu vực công dân phản ánh thuộc dự án Khu đô thị Phú Mỹ An do Công ty Cổ phần đầu tư và xây dựng 579 làm chủ đầu tư. Dự án này nhà đầu tư chưa bàn giao cho nhà nước quản lý. Phòng KTHTĐT đã chuyển thông tin kiến nghị của công dân đến chủ đầu tư và đề nghị nhà đầu tư sớm triển khai xử lý. Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND Phường Ngũ Hành Sơn,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96757
96753,Da Nang,19:29 12/04/2026,"Công trình sửa chữa khách sạn Nữ Hoàng tại 41 Nguyễn Hữu Thọ phường Hòa Cường không che chắn phía mặt sau (giáp kiệt 360 Nguyễn Tri Phương) trong quá trình thi công. Công trình không có biện pháp che chắn bụi bằng lưới theo quy định, gây phát sinh bụi mịn ảnh hưởng đến khu dân cư xung quanh. Đề nghị cơ quan chức năng kiểm tra xử lý. Xin cảm ơn.","Theo nội dung góp ý của công dân, UBND phường Hòa Cường đã giao Phòng kinh tế hạ tầng và đô thị kiểm tra, xử lý. Nay, UBND phường phản hồi như sau: Phòng KTHTĐT phường sẽ tiến hành kiểm tra công trình xây dựng sửa chữa và yêu cầu chủ đầu tư công trình thu dọn, đảm bảo an toàn lao động và vệ sinh môi trường và tránh gây ảnh hưởng đến người dân xung quanh khu vực. Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND Phường Hòa Cường,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96753
96743,Da Nang,15:36 12/04/2026,"Tại kiệt 328 Tôn Đản hiện có một số tấm đan bị vỡ, gây ảnh hưởng đến việc đi lại của người dân và tiềm ẩn nguy hiểm cho các cháu nhỏ trong khu vực. Kính đề nghị cơ quan chức năng kiểm tra và sớm xử lý để đảm bảo an toàn cho người dân.","Sau khi tiếp nhận thông tin, UBND phường An Khê đã giao các đơn vị liên quan, kiểm tra thực tế và xử lý kiến nghị, phản ánh của công dân như sau: Phòng Kinh tế, Hạ tầng và Đô thị đã phối hợp đơn vị thi công đang xử lý, trong thời gian tuần này sẽ sửa chữa thay thế để nhân dân đi lại trước ngày 26/4/2026 (Giỗ Tổ Hùng Vương). Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND Phường An Khê,Đang xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96743
96732,Da Nang,09:29 12/04/2026,"Tình trạng lấn chiếm vỉa hè tại khu vực ngã ba đường Trưng Nữ Vương và Giang Văn Minh phường Hòa Cường đang diễn ra nghiêm trọng (hình ảnh đính kèm). Vỉa hè tại đây vốn nhỏ nhưng bị chiếm dụng hoàn toàn để bày bàn ghế và đồ đạc kinh doanh, khiến người đi bộ không còn lối đi và phải di chuyển xuống lòng đường rất nguy hiểm. Kính đề nghị cơ quan chức năng kiểm tra và xử lý dứt điểm để trả lại vỉa hè cho người dân. Xin cảm ơn!","Theo nội dung góp ý của công dân, UBND phường Hòa Cường đã giao Trung tâm cung ứng dịch vụ sự nghiệp công phường kiểm tra, xử lý. Nay, UBND phường phản hồi như sau: Sau khi tiếp nhận ý kiến phản ánh của công dân, Trung tâm đã tiến hành kiểm tra và ghi nhận vỉa hè tại ngã ba Trưng Nữ Vương và Giang Văn Minh bị hộ kinh doanh chiếm dụng để bàn ghế, đồ đạc phục vụ kinh doanh, gây cản trở lối đi của người đi bộ. Tổ công tác đã giải thích, nhắc nhở lập biên bản và yêu cầu hộ kinh doanh di dời, dọn dẹp toàn bộ bàn ghế, vật dung lấn chiếm vỉa hè, trả lại vỉa hè như hiện trạng ban đầu, không gây cản trở lối đi của người đi bộ và hộ kinh doanh đã nghiêm chỉnh chấp hành. Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND Phường Hòa Cường,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96732
