id,city,time,content,clean_content,compound_content,ml_text,handler,status,url,label,priority
96039,Da Nang,5/4/2026 19:49,"Đèn chiếu sáng tại 97 đường Thanh Vinh 8, phường Liên Chiểu bị hỏng không sáng. Mong cơ quan chức năng kiểm tra, xử lý./.","Đèn chiếu sáng tại 97 đường Thanh Vinh 8, phường Liên Chiểu bị hỏng không sáng. Mong cơ quan chức năng kiểm tra, xử lý. /.","Đèn_chiếu sáng tại 97 đường Thanh_Vinh 8 , phường Liên_Chiểu bị hỏng không sáng . Mong cơ_quan_chức_năng kiểm_tra , xử_lý . / .","đèn_chiếu sáng tại 97 đường thanh_vinh 8 , phường liên_chiểu bị hỏng không sáng . mong cơ_quan_chức_năng kiểm_tra , xử_lý . / .","Sở Xây dựng Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./. Ngày trả lời: 14/04/2026",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96039,dien_luc_chieu_sang,thap
96036,Da Nang,5/4/2026 18:49,"Đèn chiếu sáng tại K72 đường Nguyễn Đình - Phường An Hải bị hỏng không sáng. Mong cơ quan chức năng kiểm tra, xử lý./.","Đèn chiếu sáng tại K72 đường Nguyễn Đình - Phường An Hải bị hỏng không sáng. Mong cơ quan chức năng kiểm tra, xử lý. /.","Đèn_chiếu sáng tại K72 đường Nguyễn_Đình - Phường_An_Hải bị hỏng không sáng . Mong cơ_quan_chức_năng kiểm_tra , xử_lý . / .","đèn_chiếu sáng tại k72 đường nguyễn_đình - phường_an_hải bị hỏng không sáng . mong cơ_quan_chức_năng kiểm_tra , xử_lý . / .","Sở Xây dựng Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./. Ngày trả lời: 14/04/2026",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96036,dien_luc_chieu_sang,thap
96034,Da Nang,5/4/2026 18:12,"Tại địa chỉ 126 Hoàng Hoa Thám, Thanh Khê có đơn vị đến thi công nối dây camera giao thông nhưng khi thi công xong thì để lại đống đá và đất, không thu dọn. Mong cơ quan chức năng kiểm tra, xử lý./.","Tại địa chỉ 126 Hoàng Hoa Thám, Thanh Khê có đơn vị đến thi công nối dây camera giao thông nhưng khi thi công xong thì để lại đống đá và đất, không thu dọn. Mong cơ quan chức năng kiểm tra, xử lý. /.","Tại_địa chỉ 126 Hoàng_Hoa_Thám , Thanh_Khê có đơn_vị đến thi_công nối dây camera giao_thông nhưng khi thi_công xong thì để lại đống_đá và đất , không thu_dọn . Mong cơ_quan_chức_năng kiểm_tra , xử_lý . / .","tại_địa chỉ 126 hoàng_hoa_thám , thanh_khê có đơn_vị đến thi_công nối dây camera giao_thông nhưng khi thi_công xong thì để lại đống_đá và đất , không thu_dọn . mong cơ_quan_chức_năng kiểm_tra , xử_lý . / .",UBND Phường Thanh Khê,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96034,cong_ho_ga_thoat_nuoc,thap
96028,Da Nang,5/4/2026 16:08,Tôi là người dân sinh sống trên trục đường Yên Thế - Bắc Sơn thuộc Phường An Khê. Công viên Yên Thế - Bắc Sơn không bật điện chiếu sáng hơn 1 năm nay. Công viên này được thành phố đầu tư rất đẹp và khang trang phục vụ cho sinh hoạt cộng đồng của nhân dân tại phường. Mỗi tối người dân rất đông đi tập thể dục thể thao trên trục đường đồng thời nhân dân ra vui chơi sinh hoạt cộng đồng. Tuy nhiên hơn 1 năm qua dù là ngày lễ lớn hay tết thì điện chiếu sáng phục vụ cảnh quan không sáng. Mong cơ quan chức năng kiểm tra và mở điện chiếu sáng khu vực này./.,Tôi là người dân sinh sống trên trục đường Yên Thế - Bắc Sơn thuộc Phường An Khê. Công viên Yên Thế - Bắc Sơn không bật điện chiếu sáng hơn 1 năm nay. Công viên này được thành phố đầu tư rất đẹp và khang trang phục vụ cho sinh hoạt cộng đồng của nhân dân tại phường. Mỗi tối người dân rất đông đi tập thể dục thể thao trên trục đường đồng thời nhân dân ra vui chơi sinh hoạt cộng đồng. Tuy nhiên hơn 1 năm qua dù là ngày lễ lớn hay tết thì điện chiếu sáng phục vụ cảnh quan không sáng. Mong cơ quan chức năng kiểm tra và mở điện chiếu sáng khu vực này. /.,Tôi là người dân_sinh_sống trên trục đường Yên_Thế - Bắc_Sơn thuộc Phường_An_Khê . Công_viên Yên_Thế - Bắc_Sơn không bật điện chiếu sáng hơn 1 năm nay . Công_viên này được thành_phố đầu_tư rất đẹp và khang_trang_phục_vụ cho sinh_hoạt cộng_đồng của nhân_dân tại phường . Mỗi tối người dân rất đông_đi tập_thể_dục thể_thao trên trục đường_đồng thời nhân_dân ra vui_chơi sinh_hoạt cộng_đồng . Tuy_nhiên hơn 1 năm qua dù là ngày lễ lớn hay tết thì điện chiếu sáng phục_vụ cảnh_quan không sáng . Mong cơ_quan_chức_năng kiểm_tra và mở điện chiếu sáng khu_vực này . / .,tôi là người dân_sinh_sống trên trục đường yên_thế - bắc_sơn thuộc phường_an_khê . công_viên yên_thế - bắc_sơn không bật điện chiếu sáng hơn 1 năm nay . công_viên này được thành_phố đầu_tư rất đẹp và khang_trang_phục_vụ cho sinh_hoạt cộng_đồng của nhân_dân tại phường . mỗi tối người dân rất đông_đi tập_thể_dục thể_thao trên trục đường_đồng thời nhân_dân ra vui_chơi sinh_hoạt cộng_đồng . tuy_nhiên hơn 1 năm qua dù là ngày lễ lớn hay tết thì điện chiếu sáng phục_vụ cảnh_quan không sáng . mong cơ_quan_chức_năng kiểm_tra và mở điện chiếu sáng khu_vực này . / .,UBND Phường An Khê,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96028,dien_luc_chieu_sang,thap
96019,Da Nang,5/4/2026 13:09,"Vỉa hè hư hỏng, bong tróc tại quán Hải sản Lão Đại, lô A2-1 đường Võ Văn Kiệt, phường An Hải. Mong cơ quan chức năng sớm khắc phục để đảm bảo an toàn và mỹ quan đô thị. Tôi xin chân thành cảm ơn./.","Vỉa hè hư hỏng, bong tróc tại quán Hải sản Lão Đại, lô A2-1 đường Võ Văn Kiệt, phường An Hải. Mong cơ quan chức năng sớm khắc phục để đảm bảo an toàn và mỹ quan đô thị. Tôi xin chân thành cảm ơn. /.","Vỉa_hè hư_hỏng , bong tróc tại quán Hải_sản Lão_Đại , lô A2 - 1 đường Võ_Văn_Kiệt , phường An_Hải . Mong cơ_quan_chức_năng sớm khắc_phục để_đảm bảo_an_toàn và mỹ_quan đô_thị . Tôi xin chân_thành cảm_ơn . / .","vỉa_hè hư_hỏng , bong tróc tại quán hải_sản lão_đại , lô a2 - 1 đường võ_văn_kiệt , phường an_hải . mong cơ_quan_chức_năng sớm khắc_phục để_đảm bảo_an_toàn và mỹ_quan đô_thị . tôi xin chân_thành cảm_ơn . / .",Sở Xây dựng,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96019,via_he_long_duong,trung_binh
96009,Da Nang,5/4/2026 10:22,"Kính đề nghị chính quyền xem xét việc phân luồng giao thông, tín hiệu đèn giao thông tại bùng binh Nguyễn Hữu Thọ, Duy Tân, Lê Đình Lý. Tín hiệu đèn rất bất hợp lý, đường Duy Tân hướng từ Trưng Nữ Vương sang Nguyễn Hũu Thọ khi đèn xanh thì đối đầu với Lê Đình Lý sang Nguyễn Hữu Thọ cũng đèn xanh. Nguyễn Hữu Thọ hướng từ BV Quân Y sang đi hết 2/3 vòng bùng binh thì đối đầu với hướng Nguyễn Hữu Thọ ngược lại. Nếu không có phương án khả thi thì kính đề nghị bỏ đèn giao thông tại đây. Xin cảm ơn./.","Kính đề nghị chính quyền xem xét việc phân luồng giao thông, tín hiệu đèn giao thông tại bùng binh Nguyễn Hữu Thọ, Duy Tân, Lê Đình Lý. Tín hiệu đèn rất bất hợp lý, đường Duy Tân hướng từ Trưng Nữ Vương sang Nguyễn Hũu Thọ khi đèn xanh thì đối đầu với Lê Đình Lý sang Nguyễn Hữu Thọ cũng đèn xanh. Nguyễn Hữu Thọ hướng từ BV Quân Y sang đi hết 2/3 vòng bùng binh thì đối đầu với hướng Nguyễn Hữu Thọ ngược lại. Nếu không có phương án khả thi thì kính đề nghị bỏ đèn giao thông tại đây. Xin cảm ơn. /.","Kính_đề nghị chính_quyền xem_xét việc phân_luồng giao_thông , tín_hiệu đèn giao_thông tại bùng_binh Nguyễn_Hữu_Thọ , Duy_Tân , Lê_Đình_Lý . Tín_hiệu đèn rất bất hợp_lý , đường Duy_Tân hướng từ Trưng_Nữ_Vương sang Nguyễn_Hũu_Thọ khi đèn_xanh thì đối_đầu với Lê_Đình_Lý sang Nguyễn_Hữu_Thọ cũng đèn_xanh . Nguyễn_Hữu_Thọ hướng từ BV Quân_Y sang đi hết 2 / 3 vòng bùng_binh thì đối_đầu với hướng Nguyễn_Hữu_Thọ ngược_lại . Nếu không có phương_án khả_thi thì kính đề_nghị bỏ đèn giao_thông tại đây . Xin cảm_ơn . / .","kính_đề nghị chính_quyền xem_xét việc phân_luồng giao_thông , tín_hiệu đèn giao_thông tại bùng_binh nguyễn_hữu_thọ , duy_tân , lê_đình_lý . tín_hiệu đèn rất bất hợp_lý , đường duy_tân hướng từ trưng_nữ_vương sang nguyễn_hũu_thọ khi đèn_xanh thì đối_đầu với lê_đình_lý sang nguyễn_hữu_thọ cũng đèn_xanh . nguyễn_hữu_thọ hướng từ bv quân_y sang đi hết 2 / 3 vòng bùng_binh thì đối_đầu với hướng nguyễn_hữu_thọ ngược_lại . nếu không có phương_án khả_thi thì kính đề_nghị bỏ đèn giao_thông tại đây . xin cảm_ơn . / .","Sở Xây dựng Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Nút giao Nguyễn Hữu Thọ - Duy Tân - Lê Đình Lý là nút giao có bố trí đảo giao thông trung tâm, lưu lượng phương tiện qua nút lớn, với thành phần phương tiện đa dạng gồm xe tải, xe khách cỡ lớn, xe con và xe mô tô, xe gắn máy (trong đó xe hai bánh chiếm tỷ lệ khoảng 90%). Trước khi triển khai dự án, vào các khung giờ cao điểm, lưu lượng phương tiện tham gia giao thông đã vượt quá năng lực thông hành của nút, thường xuyên xảy ra tình trạng ùn ứ, ách tắc giao thông tại khu vực. Công trình: Sửa chữa, điều chỉnh, khắc phục, tăng cường đảm bảo an toàn giao thông tại nút giao Nguyễn Hữu Thọ - Duy Tân - Lê Đình Lý đến nay đã hoàn thành thi công và được đưa vào vận hành hệ thống đèn tín hiệu giao thông (chu kỳ xanh – vàng – đỏ) kể từ 16h00 ngày 30/9/2025. Hiện nay, do đặc thù nút giao có tổ chức vòng xuyến, các phương tiện khi tham gia giao thông trong khu vực nút có xu hướng tự điều tiết. Với chu kỳ điều khiển đèn tín hiệu hiện tại, do tổ chức các hướng giao thông tại nút tương đối phức tạp nên vẫn còn xảy ra hiện tượng giao cắt nhẹ giữa các dòng xe trong phạm vi nút; tuy nhiên mức độ ảnh hưởng không đáng kể và khôngảnh hưởng lớn đến khả năng thông hành chung của nút giao; Trường hợp điều chỉnh chu kỳ đèn tín hiệu",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96009,to_chuc_giao_thong,thap
96003,Da Nang,5/4/2026 9:05,"Ngày 2/4 Phòng Kinh tế, Hạ tầng và Đô thị phường Hội An phản hồi ý kiến công dân về đèn chiếu sáng tại kiệt bên hông nhà lao Hội An, phường Hội An đã khắc phục xong. Nhưng thực tế đèn chiếu sáng vẫn không sáng. Kính mong UBND phường cho kiểm tra và khắc phục./.","Ngày 2/4 Phòng Kinh tế, Hạ tầng và Đô thị phường Hội An phản hồi ý kiến công dân về đèn chiếu sáng tại kiệt bên hông nhà lao Hội An, phường Hội An đã khắc phục xong. Nhưng thực tế đèn chiếu sáng vẫn không sáng. Kính mong UBND phường cho kiểm tra và khắc phục. /.","Ngày 2 / 4 Phòng_Kinh_tế , Hạ_tầng và Đô_thị phường Hội_An phản_hồi ý_kiến công_dân về đèn_chiếu sáng tại kiệt bên hông nhà_lao Hội_An , phường Hội_An_đã khắc_phục xong . Nhưng thực_tế đèn_chiếu sáng vẫn không sáng . Kính mong UBND phường cho kiểm_tra và khắc_phục . / .","ngày 2 / 4 phòng_kinh_tế , hạ_tầng và đô_thị phường hội_an phản_hồi ý_kiến công_dân về đèn_chiếu sáng tại kiệt bên hông nhà_lao hội_an , phường hội_an_đã khắc_phục xong . nhưng thực_tế đèn_chiếu sáng vẫn không sáng . kính mong ubnd phường cho kiểm_tra và khắc_phục . / .",UBND phường Hội An,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96003,dien_luc_chieu_sang,thap
96000,Da Nang,5/4/2026 8:24,"Tự ý trồng cây lên đất trống lấn chiếm vỉa hè tại 09 An Hải 22. Ngoài ra chủ nhà này còn dựng giàn leo tưới cây gây ô nhiễm môi trường. Đề nghị kiểm tra, xử lý./.","Tự ý trồng cây lên đất trống lấn chiếm vỉa hè tại 09 An Hải 22. Ngoài ra chủ nhà này còn dựng giàn leo tưới cây gây ô nhiễm môi trường. Đề nghị kiểm tra, xử lý. /.","Tự_ý trồng cây lên đất trống lấn_chiếm vỉa_hè tại 09 An_Hải 22 . Ngoài_ra chủ nhà này còn dựng giàn leo tưới cây gây ô_nhiễm môi_trường . Đề_nghị kiểm_tra , xử_lý . / .","tự_ý trồng cây lên đất trống lấn_chiếm vỉa_hè tại 09 an_hải 22 . ngoài_ra chủ nhà này còn dựng giàn leo tưới cây gây ô_nhiễm môi_trường . đề_nghị kiểm_tra , xử_lý . / .",UBND Phường An Hải,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96000,via_he_long_duong,trung_binh
95999,Da Nang,5/4/2026 7:59,"Công trình xây dựng tại 50 Bình Thái 3 đang thi công nên lấn chiếm vỉa hè để vật liệu xây dựng, để tràn ra cả lòng đường, cản trở giao thông hết 1 làn đường. Đã nhắc nhở nhưng vẫn chây ì kéo dài, gây nguy hiểm cho các phương tiện, người dân khi qua lại. Không rõ vì sao chính quyền cho phép việc chiếm dụng vỉa hè, lòng đường trong thời gian dài như vậy, trong khi thành phố đang ra quân ""trả lại vỉa hè"". Đề nghị cơ quan chức năng xử lý kịp thời!","Công trình xây dựng tại 50 Bình Thái 3 đang thi công nên lấn chiếm vỉa hè để vật liệu xây dựng, để tràn ra cả lòng đường, cản trở giao thông hết 1 làn đường. Đã nhắc nhở nhưng vẫn chây ì kéo dài, gây nguy hiểm cho các phương tiện, người dân khi qua lại. Không rõ vì sao chính quyền cho phép việc chiếm dụng vỉa hè, lòng đường trong thời gian dài như vậy, trong khi thành phố đang ra quân trả lại vỉa hè. Đề nghị cơ quan chức năng xử lý kịp thời","Công_trình xây_dựng tại 50 Bình_Thái 3 đang thi_công nên lấn_chiếm vỉa_hè để vật_liệu xây_dựng , để tràn ra cả lòng_đường , cản_trở giao_thông hết 1 làn_đường . Đã nhắc_nhở nhưng vẫn chây_ì kéo_dài , gây nguy_hiểm cho các phương_tiện , người dân khi qua_lại . Không rõ vì_sao chính_quyền cho phép việc chiếm_dụng vỉa_hè , lòng_đường trong thời_gian dài như_vậy , trong khi thành_phố đang ra_quân trả lại vỉa_hè . Đề_nghị cơ_quan_chức_năng xử_lý kịp_thời","công_trình xây_dựng tại 50 bình_thái 3 đang thi_công nên lấn_chiếm vỉa_hè để vật_liệu xây_dựng , để tràn ra cả lòng_đường , cản_trở giao_thông hết 1 làn_đường . đã nhắc_nhở nhưng vẫn chây_ì kéo_dài , gây nguy_hiểm cho các phương_tiện , người dân khi qua_lại . không rõ vì_sao chính_quyền cho phép việc chiếm_dụng vỉa_hè , lòng_đường trong thời_gian dài như_vậy , trong khi thành_phố đang ra_quân trả lại vỉa_hè . đề_nghị cơ_quan_chức_năng xử_lý kịp_thời",UBND Phường Cẩm Lệ,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=95999,via_he_long_duong,cao
95984,Da Nang,4/4/2026 21:10,"Khu công viên phường Ngũ Hành Sơn đoạn nhà đa năng đường Võ Như Hưng không có điện đường, buổi tối nhiều trẻ em chơi rất nguy hiểm. Đề nghị mở điện chiếu sáng khu vực này để đảm bảo an toàn cho các cháu nhỏ./.","Khu công viên phường Ngũ Hành Sơn đoạn nhà đa năng đường Võ Như Hưng không có điện đường, buổi tối nhiều trẻ em chơi rất nguy hiểm. Đề nghị mở điện chiếu sáng khu vực này để đảm bảo an toàn cho các cháu nhỏ. /.","Khu công_viên phường Ngũ_Hành_Sơn_đoạn nhà đa_năng đường Võ_Như_Hưng không có điện_đường , buổi tối nhiều trẻ_em chơi rất nguy_hiểm . Đề_nghị mở điện chiếu sáng khu_vực này để_đảm bảo_an_toàn cho các cháu nhỏ . / .","khu công_viên phường ngũ_hành_sơn_đoạn nhà đa_năng đường võ_như_hưng không có điện_đường , buổi tối nhiều trẻ_em chơi rất nguy_hiểm . đề_nghị mở điện chiếu sáng khu_vực này để_đảm bảo_an_toàn cho các cháu nhỏ . / .",UBND Phường Ngũ Hành Sơn,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=95984,dien_luc_chieu_sang,cao
95973,Da Nang,4/4/2026 18:36,Đề xuất lắp điện chiếu sáng và thu gom rác thải khu đô thị 1A đường Trịnh Hoài Đức - Phường Điện Bàn Đông - TP Đà Nẵng: Khu đô thị 1A dân cư ở cũng rất nhiều nhưng hiện tại đường Trịnh Hoài Đức vẫn chưa có điện chiếu sáng và bên môi trường không thu gom rác của khu đô thị gây bất tiện trong sinh hoạt của người dân. Kính đề nghị các cơ quan ban ngành và chủ đầu tư khu đô thị xem xét để nâng cao đời sống cho nhân dân khu đô thị. Xin cảm ơn!,Đề xuất lắp điện chiếu sáng và thu gom rác thải khu đô thị 1A đường Trịnh Hoài Đức - Phường Điện Bàn Đông - TP Đà Nẵng: Khu đô thị 1A dân cư ở cũng rất nhiều nhưng hiện tại đường Trịnh Hoài Đức vẫn chưa có điện chiếu sáng và bên môi trường không thu gom rác của khu đô thị gây bất tiện trong sinh hoạt của người dân. Kính đề nghị các cơ quan ban ngành và chủ đầu tư khu đô thị xem xét để nâng cao đời sống cho nhân dân khu đô thị. Xin cảm ơn,Đề_xuất lắp điện chiếu sáng và thu_gom rác_thải khu đô_thị 1A đường Trịnh_Hoài_Đức - Phường_Điện_Bàn_Đông - TP Đà_Nẵng : Khu_đô thị 1A dân_cư ở cũng rất nhiều nhưng hiện_tại đường Trịnh_Hoài_Đức vẫn chưa có điện chiếu sáng và bên môi_trường không thu_gom rác của khu đô_thị gây bất_tiện trong sinh_hoạt của người dân . Kính_đề nghị các cơ_quan ban_ngành và chủ đầu_tư khu đô_thị xem_xét để nâng cao đời_sống cho nhân_dân khu đô_thị . Xin cảm_ơn,đề_xuất lắp điện chiếu sáng và thu_gom rác_thải khu đô_thị 1a đường trịnh_hoài_đức - phường_điện_bàn_đông - tp đà_nẵng : khu_đô thị 1a dân_cư ở cũng rất nhiều nhưng hiện_tại đường trịnh_hoài_đức vẫn chưa có điện chiếu sáng và bên môi_trường không thu_gom rác của khu đô_thị gây bất_tiện trong sinh_hoạt của người dân . kính_đề nghị các cơ_quan ban_ngành và chủ đầu_tư khu đô_thị xem_xét để nâng cao đời_sống cho nhân_dân khu đô_thị . xin cảm_ơn,UBND phường Điện Bàn Đông,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=95973,dien_luc_chieu_sang,thap
95968,Da Nang,4/4/2026 16:11,"Miệng cống thoát nước ngay ngã tư đường Lý Nhân Tông - Phan Đăng Lưu bị bể, sụp gây nguy cơ tai nạn cho người đi bộ, xe máy. Đề nghị cơ quan chức năng khắc phục./.","Miệng cống thoát nước ngay ngã tư đường Lý Nhân Tông - Phan Đăng Lưu bị bể, sụp gây nguy cơ tai nạn cho người đi bộ, xe máy. Đề nghị cơ quan chức năng khắc phục. /.","Miệng cống thoát nước ngay ngã tư đường Lý_Nhân_Tông - Phan_Đăng_Lưu bị bể , sụp gây nguy_cơ tai_nạn cho người đi bộ , xe_máy . Đề_nghị cơ_quan_chức_năng khắc_phục . / .","miệng cống thoát nước ngay ngã tư đường lý_nhân_tông - phan_đăng_lưu bị bể , sụp gây nguy_cơ tai_nạn cho người đi bộ , xe_máy . đề_nghị cơ_quan_chức_năng khắc_phục . / .",UBND Phường Hòa Cường,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=95968,cong_ho_ga_thoat_nuoc,cao
95954,Da Nang,4/4/2026 11:06,"Tôi có phản ánh Cây xanh bị chết tại 128 Trần Cao Vân, phường Thanh Khê. Không biết khi nào sẽ được giải quyết./.","Tôi có phản ánh Cây xanh bị chết tại 128 Trần Cao Vân, phường Thanh Khê. Không biết khi nào sẽ được giải quyết. /.","Tôi có phản_ánh_Cây xanh bị chết tại 128 Trần_Cao_Vân , phường Thanh_Khê . Không biết khi nào sẽ được giải_quyết . / .","tôi có phản_ánh_cây xanh bị chết tại 128 trần_cao_vân , phường thanh_khê . không biết khi nào sẽ được giải_quyết . / .","Trung tâm Thông tin và Giám sát, điều hành thông minh",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=95954,cay_xanh_vat_can,thap
95932,Da Nang,4/4/2026 8:24,"Tôi là người dân ở xã Hòa Tiến. Hiện nay đường liên thôn tại thôn Nam Sơn, xã Hòa Tiến đã dừng thi công từ trước Tết đến nay vẫn chưa thi công lại. Đến nay đã gần 3 năm rồi vẫn chưa hoàn thành. Công trình gây bụi bặm, đất đá nhiều khiến người dân đi dễ té. Kính mong cơ quan chức năng kiểm tra, sớm hoàn thành để an toàn cho người dân khi lưu thông./.","Tôi là người dân ở xã Hòa Tiến. Hiện nay đường liên thôn tại thôn Nam Sơn, xã Hòa Tiến đã dừng thi công từ trước Tết đến nay vẫn chưa thi công lại. Đến nay đã gần 3 năm rồi vẫn chưa hoàn thành. Công trình gây bụi bặm, đất đá nhiều khiến người dân đi dễ té. Kính mong cơ quan chức năng kiểm tra, sớm hoàn thành để an toàn cho người dân khi lưu thông. /.","Tôi là người dân ở xã Hòa_Tiến . Hiện_nay đường liên thôn tại thôn Nam_Sơn , xã Hòa_Tiến_đã dừng thi_công từ trước Tết_đến nay vẫn chưa thi_công lại . Đến nay đã gần 3 năm rồi vẫn chưa hoàn_thành . Công_trình gây bụi_bặm , đất_đá nhiều khiến người dân đi dễ té . Kính mong cơ_quan_chức_năng kiểm_tra , sớm hoàn_thành để an_toàn cho người dân khi lưu_thông . / .","tôi là người dân ở xã hòa_tiến . hiện_nay đường liên thôn tại thôn nam_sơn , xã hòa_tiến_đã dừng thi_công từ trước tết_đến nay vẫn chưa thi_công lại . đến nay đã gần 3 năm rồi vẫn chưa hoàn_thành . công_trình gây bụi_bặm , đất_đá nhiều khiến người dân đi dễ té . kính mong cơ_quan_chức_năng kiểm_tra , sớm hoàn_thành để an_toàn cho người dân khi lưu_thông . / .",UBND Xã Hòa Tiến,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=95932,rac_thai_ve_sinh_moi_truong,thap
95920,Da Nang,3/4/2026 21:17,"Đèn chiếu sáng tại ngã tư đường Hoàng Hà (Đức Tín cũ) và đường Đầm Sen 2, phường Ngũ Hành Sơn không sáng. Kính đề nghị cơ quan chức năng kiểm tra và xử lý./.","Đèn chiếu sáng tại ngã tư đường Hoàng Hà (Đức Tín cũ) và đường Đầm Sen 2, phường Ngũ Hành Sơn không sáng. Kính đề nghị cơ quan chức năng kiểm tra và xử lý. /.","Đèn_chiếu sáng tại ngã tư đường Hoàng_Hà ( Đức_Tín cũ ) và đường Đầm_Sen 2 , phường Ngũ_Hành_Sơn không sáng . Kính_đề nghị cơ_quan_chức_năng kiểm_tra và xử_lý . / .","đèn_chiếu sáng tại ngã tư đường hoàng_hà ( đức_tín cũ ) và đường đầm_sen 2 , phường ngũ_hành_sơn không sáng . kính_đề nghị cơ_quan_chức_năng kiểm_tra và xử_lý . / .","Sở Xây dựng Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./. Ngày trả lời: 17/04/2026",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=95920,dien_luc_chieu_sang,cao
95888,Da Nang,3/4/2026 13:43,"Tại ngã 3 Trần Hưng Đạo và Nại Tú 2, phường Sơn Trà, hiện tại có 1 cái cống (nằm hướng chỗ cua đường Trần Hưng Đạo, ngay trước số nhà 65 Trần Hưng Đạo) bị tắc. Khoảng 10 ngày nay không rõ nước ở đâu tràn lên, không thoát được, gây hôi thối, ô nhiễm môi trường. Mong cơ quan chức năng kiểm tra xử lý tình trạng này./.","Tại ngã 3 Trần Hưng Đạo và Nại Tú 2, phường Sơn Trà, hiện tại có 1 cái cống (nằm hướng chỗ cua đường Trần Hưng Đạo, ngay trước số nhà 65 Trần Hưng Đạo) bị tắc. Khoảng 10 ngày nay không rõ nước ở đâu tràn lên, không thoát được, gây hôi thối, ô nhiễm môi trường. Mong cơ quan chức năng kiểm tra xử lý tình trạng này. /.","Tại ngã 3 Trần_Hưng_Đạo và Nại_Tú 2 , phường Sơn_Trà , hiện_tại có 1 cái cống ( nằm hướng chỗ cua đường Trần_Hưng_Đạo , ngay trước số nhà 65 Trần_Hưng_Đạo ) bị tắc . Khoảng 10 ngày_nay không rõ nước ở đâu tràn lên , không thoát được , gây hôi_thối , ô_nhiễm môi_trường . Mong cơ_quan_chức_năng kiểm_tra xử_lý tình_trạng này . / .","tại ngã 3 trần_hưng_đạo và nại_tú 2 , phường sơn_trà , hiện_tại có 1 cái cống ( nằm hướng chỗ cua đường trần_hưng_đạo , ngay trước số nhà 65 trần_hưng_đạo ) bị tắc . khoảng 10 ngày_nay không rõ nước ở đâu tràn lên , không thoát được , gây hôi_thối , ô_nhiễm môi_trường . mong cơ_quan_chức_năng kiểm_tra xử_lý tình_trạng này . / .",Sở Xây dựng Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty Thoát nước và Xử lý nước thải đã kiểm tra hiện trường và hoàn thành khắc phục kiến nghị vào ngày 09/4/2026. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./. Ngày trả lời: 14/04/2026,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=95888,cong_ho_ga_thoat_nuoc,thap
